DATE,TIME,STOCK SYMBOL,CHART TYPE,LISTED NAME,SHORT NAME,SECURITY ID,EXCHANGE,INSTRUMENT,ANALYSIS
2025-11-12,11:04,IDEA,NEUTRAL,VODAFONE IDEA  LIMITED,Vodafone Idea,532822,BSE,EQUITY,
