cmp,call,entry,symbol,target,exchange,stop_loss,chart_path,instrument,short_name,listed_name,security_id,change_percent
0.0,,,RELIANCE,,BSE,,,EQUITY,Reliance Industries,RELIANCE INDUSTRIES LTD.,500325,0.0
