DATE,TIME,STOCK SYMBOL,CHART TYPE,LISTED NAME,SHORT NAME,SECURITY ID,EXCHANGE,INSTRUMENT,ANALYSIS
2025-11-11,10:08,RELIANCE,Daily,RELIANCE INDUSTRIES LTD.,Reliance Industries,500325,BSE,EQUITY,
