cmp,call,entry,symbol,target,exchange,stop_loss,chart_path,instrument,short_name,listed_name,security_id,change_percent
0.0,,,IDEA,,BSE,,,EQUITY,Vodafone Idea,VODAFONE IDEA  LIMITED,532822,0.0
